record_ID,units_sold
212645,47.867467093588246
212646,47.867467093588246
212647,46.945796420941406
212648,46.945796420941406
212649,46.945796420941406
212653,46.640348062881614
212654,46.640348062881614
212657,46.640348062881614
212658,46.640348062881614
212661,47.867467093588246
212662,47.867467093588246
212663,47.867467093588246
212666,46.945796420941406
212667,46.945796420941406
212668,46.945796420941406
212671,52.333431421964235
212672,46.945796420941406
212673,46.640348062881614
212674,52.333431421964235
212675,46.640348062881614
212676,52.333431421964235
212677,46.640348062881614
212678,46.640348062881614
212679,46.640348062881614
212681,48.3364141816367
212682,48.3364141816367
212683,46.945796420941406
212686,52.333431421964235
212687,52.333431421964235
212688,47.867467093588246
212689,46.945796420941406
212691,46.945796420941406
212692,46.945796420941406
212693,46.945796420941406
212694,52.333431421964235
212695,52.333431421964235
212696,52.333431421964235
212697,46.945796420941406
212698,46.640348062881614
212699,52.333431421964235
212700,46.640348062881614
212701,46.640348062881614
212702,46.640348062881614
212703,46.640348062881614
212704,46.640348062881614
212705,52.333431421964235
212706,48.3364141816367
212707,52.333431421964235
212709,46.945796420941406
212710,52.333431421964235
212711,52.333431421964235
212712,52.333431421964235
212713,47.867467093588246
212716,46.945796420941406
212717,46.945796420941406
212718,46.640348062881614
212719,46.640348062881614
212721,46.945796420941406
212722,46.640348062881614
212723,52.333431421964235
212724,46.640348062881614
212725,46.640348062881614
212727,46.640348062881614
212728,46.640348062881614
212729,46.640348062881614
212731,48.3364141816367
212732,52.333431421964235
212734,46.945796420941406
212735,46.945796420941406
212736,46.945796420941406
212737,47.867467093588246
212738,52.333431421964235
212739,46.945796420941406
212740,46.945796420941406
212742,46.945796420941406
212743,46.945796420941406
212744,46.945796420941406
212748,46.640348062881614
212749,46.640348062881614
212750,52.333431421964235
212751,46.640348062881614
212752,46.640348062881614
212754,46.640348062881614
212755,46.640348062881614
212756,46.945796420941406
212757,52.333431421964235
212758,48.3364141816367
212759,48.3364141816367
212760,45.876154424591064
212761,52.333431421964235
212763,46.640348062881614
212764,47.867467093588246
212765,52.333431421964235
212767,46.945796420941406
212768,46.945796420941406
212769,46.945796420941406
212772,52.333431421964235
212773,46.640348062881614
212774,46.640348062881614
212775,52.333431421964235
212776,46.640348062881614
212777,46.640348062881614
212778,46.640348062881614
212779,46.640348062881614
