record_ID,units_sold
212645,64.2443923276003
212646,64.2443923276003
212647,64.2443923276003
212648,64.2443923276003
212649,64.2443923276003
212653,64.2443923276003
212654,64.2443923276003
212657,64.2443923276003
212658,64.2443923276003
212661,64.2443923276003
212662,64.2443923276003
212663,64.2443923276003
212666,64.2443923276003
212667,64.2443923276003
212668,64.2443923276003
212671,64.2443923276003
212672,64.2443923276003
212673,64.2443923276003
212674,64.2443923276003
212675,64.2443923276003
212676,64.2443923276003
212677,64.2443923276003
212678,64.2443923276003
212679,64.2443923276003
212681,64.2443923276003
212682,64.2443923276003
212683,64.2443923276003
212686,64.2443923276003
212687,64.2443923276003
212688,64.2443923276003
212689,64.2443923276003
212691,64.2443923276003
212692,64.2443923276003
212693,64.2443923276003
212694,64.2443923276003
212695,64.2443923276003
212696,64.2443923276003
212697,64.2443923276003
212698,64.2443923276003
212699,64.2443923276003
212700,64.2443923276003
212701,64.2443923276003
212702,64.2443923276003
212703,64.2443923276003
212704,64.2443923276003
212705,64.2443923276003
212706,64.2443923276003
212707,64.2443923276003
212709,64.2443923276003
212710,64.2443923276003
212711,64.2443923276003
212712,64.2443923276003
212713,64.2443923276003
212716,64.2443923276003
212717,64.2443923276003
212718,64.2443923276003
212719,64.2443923276003
212721,64.2443923276003
212722,64.2443923276003
212723,64.2443923276003
212724,64.2443923276003
212725,64.2443923276003
212727,64.2443923276003
212728,64.2443923276003
212729,64.2443923276003
212731,64.2443923276003
212732,64.2443923276003
212734,64.2443923276003
212735,64.2443923276003
212736,64.2443923276003
212737,64.2443923276003
212738,64.2443923276003
212739,64.2443923276003
212740,64.2443923276003
212742,64.2443923276003
212743,64.2443923276003
212744,64.2443923276003
212748,64.2443923276003
212749,64.2443923276003
212750,64.2443923276003
212751,64.2443923276003
212752,64.2443923276003
212754,64.2443923276003
212755,64.2443923276003
212756,64.2443923276003
212757,64.2443923276003
212758,64.2443923276003
212759,64.2443923276003
212760,64.2443923276003
212761,64.2443923276003
212763,64.2443923276003
212764,64.2443923276003
212765,64.2443923276003
212767,64.2443923276003
212768,64.2443923276003
212769,64.2443923276003
212772,64.2443923276003
212773,64.2443923276003
212774,64.2443923276003
212775,64.2443923276003
212776,64.2443923276003
212777,64.2443923276003
212778,64.2443923276003
212779,64.2443923276003
212782,64.2443923276003
212783,64.2443923276003
212787,64.2443923276003
212788,64.2443923276003
212789,64.2443923276003
212790,64.2443923276003
212792,64.2443923276003
212793,64.2443923276003
212794,64.2443923276003
212796,64.2443923276003
212797,64.2443923276003
212798,64.2443923276003
212799,64.2443923276003
212800,64.2443923276003
212802,64.2443923276003
212803,64.2443923276003
212805,64.2443923276003
212806,64.2443923276003
212807,64.2443923276003
212809,64.2443923276003
212812,64.2443923276003
212816,64.2443923276003
212817,64.2443923276003
212818,64.2443923276003
212819,64.2443923276003
212820,64.2443923276003
212821,64.2443923276003
212822,64.2443923276003
212823,64.2443923276003
212824,64.2443923276003
212825,64.2443923276003
212826,64.2443923276003
212828,64.2443923276003
212829,64.2443923276003
212830,64.2443923276003
212831,64.2443923276003
212832,64.2443923276003
212833,64.2443923276003
212834,64.2443923276003
212835,64.2443923276003
212837,64.2443923276003
212838,64.2443923276003
212839,64.2443923276003
212840,64.2443923276003
212843,64.2443923276003
212844,64.2443923276003
212845,64.2443923276003
212846,64.2443923276003
212849,64.2443923276003
212850,64.2443923276003
212853,64.2443923276003
212856,64.2443923276003
212857,64.2443923276003
212860,64.2443923276003
212861,64.2443923276003
212862,64.2443923276003
212863,64.2443923276003
212866,64.2443923276003
212867,64.2443923276003
212868,64.2443923276003
212869,64.2443923276003
212870,64.2443923276003
212872,64.2443923276003
212873,64.2443923276003
212874,64.2443923276003
