record_ID,units_sold
212645,60.04699070658343
212646,58.54398928092159
212647,54.64892346442019
212648,58.94686323633161
212649,47.562340181664304
212653,40.5461117339331
212654,27.012433519048685
212657,30.472780654591702
212658,31.27223373000659
212661,59.88880313345769
212662,58.45615654282055
212663,38.469459108925264
212666,54.701800396368526
212667,58.999740168279956
212668,47.61521711361264
212671,101.05363028432929
212672,42.006085366375316
212673,26.994955615972344
212674,134.61585762524618
212675,25.332360014045747
212676,62.85001520730284
212677,31.280305717073517
212678,30.455302751515347
212679,33.15433637259696
212681,79.41021855481762
212682,80.16303204247738
212683,21.520609251902044
212686,101.92236691236475
212687,99.8646955245232
212688,40.51848827617955
212689,36.693777294702834
212691,55.273378028104254
212692,59.149188789867516
212693,47.8350205702249
212694,89.95996430685986
212695,86.6021872804127
212696,82.13244477994846
212697,42.50730816308635
212698,28.41079126800438
212699,137.4683012227076
212700,23.230453914843125
212701,22.053676774161474
212702,32.76649620413025
212703,29.69013851778189
212704,31.68562378861658
212705,109.64346434405331
212706,82.54408149237784
212707,123.9064543888948
212709,18.85586447250187
212710,64.31624503318798
212711,68.79678180132773
212712,102.9321903170207
212713,60.80408295324997
212716,58.8852473528451
212717,51.22953055448653
212718,52.70407129217516
212719,48.221407812116865
212721,44.28365694178003
212722,30.11678521167338
212723,132.54776686515555
212724,26.062125218907198
212725,23.196832037632916
212727,32.7839741072066
212728,32.521809821845984
212729,34.02481124750782
212731,80.06146020663655
212732,124.37715436062273
212734,18.873342375578225
212735,23.95077456173295
212736,28.54830575265254
212737,59.93249789114858
212738,98.88279967504282
212739,38.37244419656676
212740,36.16589442065799
212742,53.97159196878778
212743,58.4102414107486
212744,47.799621541352906
212748,40.85374792864641
212749,27.038650373663216
212750,130.48727458956242
212751,25.376054771736634
212752,22.510761590462344
212754,31.324000474764404
212755,30.49899750920622
212756,49.325885437156685
212757,109.42809386861067
212758,79.4539133125085
212759,80.88655990314564
212760,-16.312147123835402
212761,62.72036466261199
212763,6.700178764644477
212764,59.994113774635096
212765,98.71780452420354
212767,53.9628530172496
212768,58.331147624185725
212769,47.650172919765346
212772,99.88517608382833
212773,41.12642831720701
212774,27.02991142212504
212775,125.89308845930323
212776,25.367315820198456
212777,22.502022638924167
212778,31.315261523226226
212779,30.490258557668056
212782,119.82812273550171
212783,121.26076932613886
212787,59.86258627884317
212788,58.42993968820603
212789,38.44324225431074
212790,55.26068701661521
212792,53.90168035648237
212793,58.199620128393796
212794,47.6593550940228
212796,41.41702983156324
212797,75.06508634419953
212798,130.1048505786548
212799,25.306143159431215
212800,22.440849978156926
212802,31.254088862458985
212803,30.429085896900816
212805,111.17107053091162
212806,119.76695007473447
212807,121.19959666537162
212809,21.494392397287513
212812,62.06106406768502
212816,54.904125949904426
212817,59.55383989693932
212818,51.75741342853137
212819,50.129754520683534
212820,47.662875102287884
212821,83.50572614133031
212822,44.037636630553244
212823,30.081829405520672
212824,132.21584518965233
212825,23.84616952698901
212826,20.34768283049248
212828,32.749018301053894
