record_ID,units_sold
212645,32.05736645906187
212646,32.89573226204973
212647,20.700077574724755
212648,20.700077574724755
212649,19.315036557821895
212653,18.408084488584056
212654,21.7922989204277
212657,19.377002108432006
212658,21.651511612219153
212661,33.08302312360918
212662,33.08302312360918
212663,32.89573226204973
212666,20.700077574724755
212667,20.700077574724755
212668,19.30260352210761
212671,26.048501444985355
212672,19.226389251616304
212673,21.7922989204277
212674,65.4626362586049
212675,17.527512440835824
212676,20.84234377781084
212677,24.18884636958812
212678,19.377002108432006
212679,18.410402173287068
212681,38.26784249689748
212682,42.19767461968006
212683,19.75693647120222
212686,58.75938825403248
212687,61.0025870947104
212688,27.51463891186937
212689,26.404261662946976
212691,20.15341772826103
212692,20.36722854552258
212693,18.968286464433596
212694,24.181876427058874
212695,23.932569494882554
212696,23.81717352850815
212697,18.4203422076504
212698,21.309156333853853
212699,69.55373123209444
212700,19.501046955301682
212701,18.408084488584056
212702,21.651511612219153
212703,21.651511612219153
212704,20.952987070587973
212705,38.42719259535274
212706,38.91783987176893
212707,42.194760486825764
212709,17.457238818166406
212710,30.165880667190127
212711,30.165880667190127
212712,61.500768518698976
212713,26.125843844670545
212716,20.592463550419208
212717,21.286517333169655
212718,22.127947311503547
212719,22.127947311503547
212721,17.574189739371715
212722,21.362895572699614
212723,59.95380562010071
212724,18.2921507403291
212725,18.2921507403291
212727,21.651511612219153
212728,17.527512440835824
212729,19.558786340586426
212731,38.03507653945067
212732,40.1160764725587
212734,17.457238818166406
212735,20.294677305943047
212736,20.31261582709196
212737,33.08302312360918
212738,64.69164915283682
212739,26.389580387965815
212740,25.001639941031854
212742,21.375026912883513
212743,21.286517333169655
212744,19.192459498396865
212748,18.34435089104692
212749,21.7922989204277
212750,50.08855584391075
212751,17.527512440835824
212752,17.527512440835824
212754,24.18884636958812
212755,19.377002108432006
212756,25.84936302820881
212757,39.6419596719366
212758,38.26784249689748
212759,38.26784249689748
212760,11.325668650204674
212761,26.321097112580937
212763,20.82776173785154
212764,32.89573226204973
212765,64.28418231004117
212767,21.375026912883513
212768,21.399865622560934
212769,19.30260352210761
212772,25.673514800983412
212773,17.527512440835824
212774,21.7922989204277
212775,56.27760473623791
212776,17.527512440835824
212777,17.527512440835824
