LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition
-0.05211393083541234,-0.08317592323909076,1.0053900135920424,0.7761694149708779,0.4285516865876105,-0.9322242898414651,-0.2822895398774689,0.7132040890775105,-0.3729290830191589,-0.7040939426564663,1.8475182190285748,-0.129400404618443,0.9581692514238296,0.14623035161653866,0.8914717672493225,0.9477880286310076,0.3336956129026353,-0.14895382335700086,0.3644586893999907,0.05176323778481159,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,-0.5069149769028658,1.6189406871068415,60,RL,Pave,NAA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NP,NF,NE,WD,Normal
-0.4222994204186727,-0.07353071101435373,-2.2928260354465118,-1.6876248753526448,-0.5706671562811166,-0.9322242898414651,-0.2822895398774689,1.1887778700518468,0.08925538645990108,-0.17539706756566775,0.7627193839432055,-0.129400404618443,0.4737224056181869,1.3323209813951296,0.8914717672493225,-2.3721370162694297,1.6658710675373747,1.4737251786032342,-0.7494211602795274,-0.6855472711500663,1.0887119114439616,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,-0.5069149769028658,-1.3961980504298726,70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,Gable,CompShg,AsbShng,Stucco,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasW,Fa,N,SBrkr,TA,Min2,NF,2Types,Unf,Fa,Fa,N,NP,NF,NE,WD,Normal
-1.717948633960084,-0.7067642757057727,1.1033568269298213,0.9210984908722615,0.078825091583556,-0.9322242898414651,-0.2822895398774689,0.9205632731990221,-0.17140789253539812,-0.4735720824273029,0.8845294226286389,-0.129400404618443,0.35121860552940365,0.14623035161653866,0.28610024158234065,1.070748215479172,0.3336956129026353,-0.40293836279425504,-0.7494211602795274,-0.07112184703766808,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,-0.8764350242600191,-1.3961980504298726,160,RM,Pave,NAA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,NF,Detchd,Unf,TA,TA,Y,NP,NF,NE,WD,Normal
0.2717983725499405,-0.05830142855424264,0.9074232002542635,0.6312403390694942,-0.5706671562811166,1.1316687014167983,-0.2822895398774689,-0.979477946523089,0.11773120685434554,-0.14282332644632945,1.4751931951221557,-0.129400404618443,1.0732485787799593,0.14623035161653866,0.8914717672493225,0.8248278417828433,0.3336956129026353,0.5518553687939413,1.207603853393515,1.9257607813276263,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,-0.13739492954571259,-1.3961980504298726,60,RL,Pave,NAA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,RFn,TA,TA,Y,NP,NF,NE,WD,Normal
-0.4222994204186727,0.06150226013196458,-0.8233238353798293,-1.6876248753526448,-0.5706671562811166,0.2955274382916556,-0.2822895398774689,-0.5286971114763247,-0.30940609906232125,-0.29316367007404465,0.37430624171984217,-0.129400404618443,0.07280087805489635,0.14623035161653866,-0.31927128408464117,-0.6506944003951289,-0.9984798417321041,-0.8356527633169845,-0.7494211602795274,-0.6855472711500663,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,-0.8764350242600191,0.11137131833848443,50,RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NP,NF,NE,WD,Normal
5.223029295726048,0.4312692382634618,1.1033568269298213,0.9210984908722615,-0.5706671562811166,1.8196330318362193,-0.2822895398774689,-0.7608492415254083,1.0421001458124655,0.9145704237352675,-0.7978280928003665,-0.129400404618443,0.020829568926321658,0.14623035161653866,0.28610024158234065,1.070748215479172,1.6658710675373747,0.7729159864522921,0.3644586893999907,-0.1325643894489079,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,1.7102053072400536,-0.6424133660456941,20,RL,Pave,NAA,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NP,NF,NE,WD,Family
1.7988135170808894,0.3141052918703405,1.1033568269298213,0.9694081828393895,0.16209332848928326,-0.9322242898414651,-0.2822895398774689,1.2383637619069907,0.1374452363581917,-0.08268718899524337,2.235931361251938,-0.129400404618443,1.7321705338029598,1.3323209813951296,1.4968432929163045,1.070748215479172,1.6658710675373747,1.0598244476684495,0.12466511064953889,-0.19400693186014772,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,0.9711652125257472,-1.3961980504298726,60,RL,Pave,NAA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NP,NF,NE,WD,Normal
-1.5791290753663614,-0.09383642096116851,0.15634429799795907,-0.47988257617444746,0.817136792147671,1.0681643016857747,-0.2822895398774689,-1.2792472018291872,-0.23931177193753492,-0.46354939285212193,-0.7978280928003665,-0.129400404618443,-1.0000354318135385,1.3323209813951296,-1.5300143354186049,0.04607999174446908,-2.3306552963668437,-2.190236973649007,-0.7494211602795274,-0.6855472711500663,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,1.3406852598829004,-1.3961980504298726,90,RL,Pave,NAA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Flat,Tar&Grv,WdShing,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,NF,NG,NG,NG,NG,Y,NP,NF,NE,WD,AdjLand
0.5031643035394782,-0.16490640577502025,-0.2355229553531563,-1.0595988797799822,0.2509127811887257,0.7104228498676758,-0.2822895398774689,-0.5039041655487527,0.14401657952614041,-0.09270987857042438,-0.7978280928003665,-0.129400404618443,-0.725329940705358,0.14623035161653866,-0.31927128408464117,-0.6097076714457408,0.3336956129026353,0.2790571597687423,0.7357519726264967,-0.3783345590938672,1.6202006271616871,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,2.079725354597207,0.11137131833848443,20,RL,Pave,NAA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,NF,Attchd,RFn,TA,TA,Y,NP,MnPrv,NE,WD,Normal
0.040432441560402745,-0.19516191359577428,1.2013236402676,1.0660275667736452,-0.5706671562811166,-0.4961607450217705,-0.2822895398774689,0.7808212143345251,0.14401657952614041,-0.11275525772078641,-0.7978280928003665,-0.129400404618443,-0.740178886170665,0.14623035161653866,-0.31927128408464117,0.04607999174446908,-2.3306552963668437,-2.190236973649007,-0.7494211602795274,-0.22472820306576766,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,2.079725354597207,-0.6424133660456941,20,RL,Pave,NAA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NF,NG,NG,NG,NG,Y,NP,NF,NE,New,Partial
