LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition
-0.5611189790123954,-0.15008323751384547,0.842111991362411,0.5346209551352383,-0.5706671562811166,-0.30141391917996513,-0.2822895398774689,0.009985986404558427,-0.4035953511362529,-0.6289237708426086,-0.7978280928003665,-0.129400404618443,-1.1225392319023217,-1.0398602781620523,-0.924642809751623,0.8248278417828433,0.3336956129026353,0.5189314470150379,-0.7494211602795274,-0.6855472711500663,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,0.23212511781144066,-1.3961980504298726,85,RL,Pave,NAA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NF,Detchd,Unf,TA,TA,Y,NP,NF,NE,WD,Normal
-0.6536653514082104,-0.5050270473841679,-0.9866018576094607,-0.9146698038785985,-0.5706671562811166,-0.9322242898414651,-0.2822895398774689,0.36159503774103446,-0.7146389277524923,0.35329980752513074,-0.7978280928003665,-0.129400404618443,-0.3949409041022759,0.14623035161653866,-0.31927128408464117,0.04607999174446908,-2.3306552963668437,-2.190236973649007,1.2849566207323704,-0.6855472711500663,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,1.343343958133464,-0.5069149769028658,1.6189406871068415,30,RL,Pave,NAA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,None,TA,Po,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Fa,Mod,NF,NG,NG,NG,NG,Y,NP,GdWo,Shed,WD,Normal
0.040432441560402745,-0.18308001617741948,-0.10490053756945117,-0.8663601119114707,-0.5706671562811166,0.8501325292759274,-0.2822895398774689,-1.1214739095628197,-0.31159654678497084,-0.6339351156301991,-0.7978280928003665,-0.129400404618443,-1.1262514682686484,0.14623035161653866,-0.924642809751623,-0.1588536530024715,-0.9984798417321041,-0.6098887282616473,-0.7494211602795274,-0.6855472711500663,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,-0.5069149769028658,1.6189406871068415,20,RL,Pave,NAA,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,NP,MnPrv,NE,WD,Normal
0.6882570483311083,-0.16917060486385135,-0.17021174646130374,-0.9629794958457264,-0.009994361115886408,0.42888667772680494,-0.2822895398774689,-0.2762598438501368,0.07392225240135407,0.3984019106134453,-0.7978280928003665,-0.129400404618443,-0.361530776805335,0.14623035161653866,-0.31927128408464117,-0.5277342135469646,0.3336956129026353,-0.12073331897508374,-0.7494211602795274,1.4342204420377076,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,2.079725354597207,-1.3961980504298726,20,RL,Pave,NAA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NP,GdWo,NE,WD,Abnorml
-0.2372066756270425,-0.36166873515965553,1.2013236402676,1.0660275667736452,0.028864149440119644,0.4733397575385214,-0.2822895398774689,-0.05312333050198856,0.33677597911930285,0.1077439129331959,-0.7978280928003665,-0.129400404618443,-0.5768404860522873,-1.0398602781620523,-0.31927128408464117,1.1937084023273363,0.3336956129026353,0.7635091516583198,0.06278289677845456,0.14392705140167134,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,0.9711652125257472,-0.6424133660456941,20,RL,Pave,NAA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NF,Attchd,RFn,TA,TA,Y,NP,NF,NE,New,Partial
1.752540330882982,0.4188827551959048,1.1686680358216737,1.0660275667736452,1.1779658187391557,-0.9322242898414651,-0.2822895398774689,3.501283553841747,2.336654749898363,2.3954228084682625,-0.7978280928003665,-0.129400404618443,1.1177954151758804,0.14623035161653866,0.8914717672493225,1.1937084023273363,1.6658710675373747,1.2526645609448834,0.20975315472227987,0.8197950179253094,-0.36080276778619824,-0.11283743469380407,2.2312427729495132,-0.06919277142825457,-0.10875422909525084,-0.5069149769028658,-0.6424133660456941,20,RL,Pave,NAA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,NP,NF,NE,New,Partial
-0.05211393083541234,-0.7790526031164334,0.9727344091461161,0.7278597230037499,-0.5706671562811166,0.42465305107807005,-0.2822895398774689,-1.2071222682217049,-0.8351135524982188,-1.2327908177472648,0.8316684624443942,-0.129400404618443,-0.2538759221818589,0.14623035161653866,-0.31927128408464117,0.9068012996816196,0.3336956129026353,0.11443755087422569,0.4340761800049606,0.0824845089904315,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,-0.8764350242600191,-1.3961980504298726,160,FV,Pave,NAA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NF,Detchd,Unf,TA,TA,Y,NP,NF,NE,WD,Normal
0.7808034207269234,0.38913489012382113,1.1360124313757476,1.0177178748065174,0.5395760024619135,1.7116755522934795,-0.2822895398774689,0.23763030810317434,1.9007556530910983,1.896794002103007,-0.7978280928003665,-0.129400404618443,0.7484278967263674,0.14623035161653866,0.8914717672493225,1.11173494442856,1.6658710675373747,0.9892731867136568,0.6274580983520992,0.09784514459324145,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,0.23212511781144066,-0.6424133660456941,20,RL,Pave,NAA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NP,NF,NE,WD,Normal
-0.05211393083541234,-0.05677850030823153,0.7441451780246321,0.3896918792338547,-0.19318448230848637,-0.27601215928755574,-0.2822895398774689,-0.4453026569926734,-0.8197804184396719,-1.215251110990698,1.0178309743976037,-0.129400404618443,-0.09053752206348126,0.14623035161653866,-0.31927128408464117,0.6198941970359028,0.3336956129026353,-0.2148016669148075,1.0451630419819187,0.28217277182696093,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,1.4401505039487117,-0.8764350242600191,0.8651560027226629,60,RL,Pave,NAA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,NP,NF,Shed,WD,Normal
-0.05211393083541234,-0.7550918653791919,0.842111991362411,0.5829306471023663,-0.5706671562811166,1.1909394744990869,-0.2822895398774689,-0.6301227993618467,0.5185831400992175,0.31571472161820197,-0.7978280928003665,-0.129400404618443,-0.42278267684972665,-1.0398602781620523,-0.31927128408464117,0.7428543838840671,0.3336956129026353,-0.16306407554795943,1.6253087970233342,-0.6855472711500663,-0.36080276778619824,-0.11283743469380407,-0.2710320710018423,-0.06919277142825457,-0.10875422909525084,1.7102053072400536,0.11137131833848443,120,RL,Pave,NAA,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,NP,NF,NE,WD,Normal
