ID,Vehicles
20170701001,65.58008191987767
20170701011,55.91371941123585
20170701021,48.397322209182164
20170701031,41.53208080257238
20170701041,36.90713830933173
20170701051,36.72381302519327
20170701061,38.136653096495586
20170701071,42.242248971827905
20170701081,46.110055583510785
20170701091,58.37596909268027
20170701101,76.75731115402597
20170701111,76.79152293475461
20170701121,76.8325081564295
20170701131,76.8325081564295
20170701141,77.35653593420727
20170701151,77.75091811811531
20170701161,77.75091811811531
20170701171,78.6999406745063
20170701181,78.72758910692515
20170701191,86.2074231408324
20170701201,83.16715514526207
20170701211,79.14396521103644
20170701221,75.39384392479433
20170701231,75.15769664325518
20170702001,66.63346291692993
20170702011,56.343531177247606
20170702021,47.903479908246084
20170702031,42.3309486406167
20170702041,36.90713830933173
20170702051,36.72381302519327
20170702061,38.136653096495586
20170702071,44.268736822182255
20170702081,47.61016353885404
20170702091,58.86739350650174
20170702101,81.181260073026
20170702111,81.72586568668471
20170702121,81.7668509083596
20170702131,81.7668509083596
20170702141,82.71826504977372
20170702151,82.2059805670151
20170702161,82.05170853636376
20170702171,82.12679995474929
20170702181,83.40785994144368
20170702191,89.43926954198086
20170702201,85.8024758474593
20170702211,82.9107829343491
20170702221,80.6807455641909
20170702231,77.98601541724842
20170703001,65.40820312754674
20170703011,55.243027968468084
20170703021,47.73668896747952
20170703031,41.236171836646456
20170703041,36.90713830933173
20170703051,36.72381302519327
20170703061,38.136653096495586
20170703071,44.47996224688163
20170703081,49.20827357111891
20170703091,59.95019720062897
20170703101,72.01413288227921
20170703111,72.55873849593793
20170703121,73.51115228904138
20170703131,73.51115228904138
20170703141,74.2309970602832
20170703151,73.7187125775246
20170703161,73.56444054687324
20170703171,73.63953196525878
20170703181,76.53346599287386
20170703191,80.3324283542414
20170703201,79.38630132638652
20170703211,76.49460841327631
20170703221,75.35790437645144
20170703231,72.40026513859988
20170704001,63.44452097771825
20170704011,53.90629365366009
20170704021,47.60518655934109
20170704031,40.88886346081176
20170704041,36.438712372291356
20170704051,36.2553870881529
20170704061,37.86188180802648
20170704071,44.00034635950104
20170704081,47.94728025071382
20170704091,58.32620580226226
20170704101,67.59556246549153
20170704111,68.14016807915023
20170704121,67.97516807915024
20170704131,67.97516807915024
20170704141,68.69501285039206
20170704151,68.18272836763343
20170704161,67.49042678033184
20170704171,67.56551819871738
20170704181,69.57256207823033
20170704191,73.70212407351114
20170704201,72.86183291191766
20170704211,70.76168220127624
20170704221,70.18075356552089
20170704231,67.98689457876623
20170705001,66.50707280848141
20170705011,55.640058164092245
20170705021,48.30825281620045
20170705031,40.88886346081176
20170705041,36.438712372291356
20170705051,36.2553870881529
20170705061,37.86188180802648
20170705071,45.74953465155749
20170705081,52.08279952693896
20170705091,66.60944174203573
20170705101,83.04979733452436
20170705111,88.71284334534857
20170705121,88.71284334534857
20170705131,87.70653229528753
20170705141,87.70653229528753
20170705151,87.70653229528753
20170705161,87.70653229528753
20170705171,87.70653229528753
20170705181,88.79320632446681
20170705191,88.79320632446681
20170705201,88.79320632446681
20170705211,85.00992746030892
20170705221,82.89504138789378
20170705231,80.93474916111501
20170706001,69.29958967985293
20170706011,63.55140150807503
20170706021,49.55425925760421
20170706031,42.42527927578272
20170706041,36.89964692298773
20170706051,36.71632163884927
20170706061,38.22197569401123
20170706071,46.273608558795665
20170706081,52.41655391290387
20170706091,64.53427796007503
20170706101,93.4511174717565
20170706111,98.30579589694997
20170706121,98.30579589694997
20170706131,97.59282263953106
20170706141,97.59282263953106
20170706151,97.59282263953106
20170706161,97.59282263953106
20170706171,97.59282263953106
20170706181,98.84367727071704
20170706191,98.84367727071704
20170706201,98.84367727071704
20170706211,94.63491658108336
20170706221,91.56963643568957
20170706231,89.32570688327351
20170707001,67.42665028591355
20170707011,65.7126020852756
20170707021,49.7382359447434
20170707031,42.61453417774351
20170707041,37.019325584812314
20170707051,36.83600030067385
20170707061,38.34165435583581
20170707071,45.66042174560886
20170707081,51.90773340008336
20170707091,64.50197026776733
20170707101,93.4511174717565
20170707111,98.30579589694997
20170707121,98.30579589694997
20170707131,97.59282263953106
20170707141,97.59282263953106
20170707151,97.59282263953106
20170707161,97.59282263953106
20170707171,97.59282263953106
20170707181,98.84367727071704
20170707191,98.84367727071704
20170707201,98.84367727071704
20170707211,93.38920229536907
20170707221,89.69916024521339
20170707231,87.4552306927973
20170708001,69.16442806369132
20170708011,63.58015764083116
20170708021,50.2632359447434
20170708031,42.61453417774351
20170708041,37.019325584812314
20170708051,36.83600030067385
20170708061,38.34165435583581
20170708071,46.6822735974607
20170708081,51.541233400083364
20170708091,62.02504719084426
20170708101,93.4511174717565
20170708111,98.30579589694997
20170708121,98.30579589694997
20170708131,97.59282263953106
20170708141,97.59282263953106
20170708151,97.59282263953106
20170708161,97.59282263953106
20170708171,97.59282263953106
20170708181,98.84367727071704
20170708191,98.84367727071704
20170708201,98.84367727071704
20170708211,93.85573888073492
20170708221,89.84240271293218
20170708231,87.5984731605161
20170709001,68.52549473035799
20170709011,63.40749097416448
20170709021,50.408329112445266
20170709031,42.963786244562144
20170709041,37.019325584812314
20170709051,36.83600030067385
20170709061,38.34165435583581
20170709071,46.8222735974607
20170709081,51.09643340008337
20170709091,60.54504719084426
20170709101,92.41842569860457
20170709111,96.67588923784368
20170709121,96.67588923784368
20170709131,95.96291598042477
20170709141,95.96291598042477
20170709151,95.96291598042477
20170709161,95.96291598042477
20170709171,95.96291598042477
20170709181,97.21377061161074
20170709191,97.21377061161074
20170709201,97.21377061161074
20170709211,86.48365798261227
20170709221,83.9743237120111
20170709231,82.6518756410765
20170710001,67.79882806369132
20170710011,61.13365014832367
20170710021,50.67859938271553
20170710031,42.85947855225445
20170710041,37.019325584812314
20170710051,36.83600030067385
20170710061,38.056436964531464
20170710071,46.67472457785286
20170710081,50.88566416931413
20170710091,60.00104719084427
20170710101,67.8235691086164
20170710111,70.80691336478958
20170710121,71.2075244759007
20170710131,70.49455121848179
20170710141,70.43144010737068
20170710151,70.43144010737068
20170710161,70.43144010737068
20170710171,70.78780374373432
20170710181,72.90924244571674
20170710191,75.03768689016118
20170710201,75.12814842862272
20170710211,72.59776295151832
20170710221,72.25974252107308
20170710231,73.22369445013848
20170711001,66.07970270428936
20170711011,58.19035265728424
20170711021,48.644007582359016
20170711031,42.11833636111226
20170711041,37.019325584812314
20170711051,36.83600030067385
20170711061,38.056436964531464
20170711071,46.67472457785286
20170711081,50.88566416931413
20170711091,60.00104719084427
20170711101,67.15641661199021
20170711111,70.62937490325112
20170711121,71.02998601436224
20170711131,70.31701275694333
20170711141,69.69590164583221
20170711151,69.69590164583221
20170711161,69.69590164583221
20170711171,69.89226528219585
20170711181,72.01370398417828
20170711191,76.62014842862271
20170711201,77.36014842862272
20170711211,77.64028147003687
20170711221,77.2422610395916
20170711231,77.046212968657
20170712001,61.288937316705145
20170712011,63.7814082128398
20170712021,43.78546103581247
20170712031,42.11833636111226
20170712041,37.019325584812314
20170712051,36.83600030067385
20170712061,38.056436964531464
20170712071,46.962101303691114
