PassengerId,Survived
892,0.13163726880948912
893,0.43099644632957657
894,0.12367942058242065
895,0.12050769486973989
896,0.5929677135592875
897,0.2047619727064658
898,0.648592080555624
899,0.25361468941832777
900,0.7248013908642086
901,0.06891267938469814
902,0.11380654906565124
903,0.34095100297168046
904,0.9471814960300946
905,0.0147239720435981
906,0.7855354998321508
907,0.8140151674641463
908,0.2991235779707644
909,0.21748637265917636
910,0.5606365455733033
911,0.5501658143628503
912,0.30395047184022517
913,0.23392467041992204
914,0.9470125003512346
915,0.5706836312666801
916,0.8948689029537358
917,-0.07403600305624192
918,1.0523081272554982
919,0.20778446716038568
920,0.37465946274530215
921,0.08149387507844907
922,0.0988071530331176
923,0.22108970995930788
924,0.5230057653364567
925,0.5562199453292593
926,0.46514701273493075
927,0.23365749268028668
928,0.6017633820990238
929,0.6472252465492276
930,0.1336983130628573
931,0.1285893166643004
932,0.10161138140221027
933,0.4575411636522153
934,0.029709436990617233
935,0.7596783364580793
936,0.7958491663631632
937,0.1332192418906788
938,0.40715268030296814
939,0.1736547688681621
940,0.8122154536233775
941,0.5497367014342934
942,0.44603071882622936
943,0.35039899434300414
944,0.7309504560576325
945,0.8720314113601786
946,0.3440971049329483
947,0.10501683892037339
948,0.0685309900712947
949,0.1331355945431556
950,0.0687452864025202
951,1.024047303289002
952,0.18495385605678316
953,0.2589846188617724
954,0.17844157075479328
955,0.7003647162433297
956,0.5871154843517568
957,0.7750475878389604
958,0.7262833675891525
959,0.3394714896065987
960,0.4973501981407877
961,0.7574999951648509
962,0.6874364465492624
963,0.15908210806000778
964,0.5952574235782286
965,0.5132716232252368
966,1.0150404809964002
967,0.5433003938100596
968,0.1138534524146988
969,0.675444744004792
970,0.27176840677375425
971,0.6874364465492624
972,0.2680529116935826
973,0.21711815864063633
974,0.3215471919740991
975,0.11380654906565124
976,0.3438997775090159
977,0.12685298313319726
978,0.6680719345964082
979,0.6664427520909618
980,0.6615646985524872
981,0.40702014436210865
982,0.5947936593018223
983,0.1137698050671756
984,0.9094325239027272
985,0.1138534524146988
986,0.5353859832474408
987,0.13317994284595147
988,0.6033415700099776
989,0.10734749389390363
990,0.6534473211811377
991,0.08151376741872984
992,0.8682716408032352
993,0.247569704014575
994,0.1736547688681621
995,0.12670567906556318
996,0.6892366664179024
997,0.11825634461614842
998,0.21895186325235383
999,0.1736547688681621
1000,0.11405496647918656
1001,0.34614968226448295
1002,0.2598516785064512
1003,0.6615735803799333
1004,0.9538760605444663
1005,0.722868142891777
