ID,default_payment_next_month
10178,0.1400862561335495
5304,0.15206555641426697
5187,0.13568490988952686
14495,0.1177267131074264
20444,0.10134311006395105
17667,0.13512992067156593
21211,0.13615603400910578
7178,0.23079007408398397
20783,0.08192860409664704
24033,0.3827196572281615
754,0.11478236714748832
23732,0.17725345288562125
6072,0.12149351746806583
17662,0.15937072301194546
5541,0.16927656609216532
22697,0.17952737856123743
29905,0.12170682108695363
6695,0.120668731877867
12664,0.5569911927131859
15392,0.07634841168504687
309,0.7991084053295262
16129,0.04721944609424933
6324,0.11469065304634243
23673,0.2654408556627066
28889,0.12413651701010145
17687,0.1391159938305095
27129,0.1044483313592583
8487,0.10468121395845774
10304,0.19891684803826395
14991,0.2468404587657499
8380,0.09881454937905411
17401,0.16465261217673674
15805,0.15773771285797458
17839,0.21426316623729436
24324,0.22624944747262224
5925,0.561129987681257
11137,0.12289050071835017
9991,0.08353375130491686
6622,0.6886109281796574
17112,0.3479274709716812
7694,0.2542625417701756
23055,0.18214636542072457
19684,0.1951207863615617
26520,0.27752144779158494
8633,0.42894271140173845
15602,0.12189583178488209
21244,-0.012845554812429896
9804,0.28675270637660855
24276,0.06176858496381575
11723,0.09069526189474622
23656,0.1302604031031845
9047,0.01858074963253842
9246,0.10469883426053919
650,0.37053722334443373
4330,0.24133944122073642
27006,0.3898047554969031
6766,0.09368285831884757
14481,0.1461388113474236
18262,0.08724927370793206
22076,0.13358471288687265
24238,0.17156099882037
12731,0.2156353608891572
2226,0.21741190289822132
17380,0.26274287523364914
22072,0.11024605621016192
27390,0.12254054450282982
19619,0.03973787755531483
12919,0.15862702426698758
6537,0.14615458185690358
24342,0.7140240462862536
772,0.13548004981044634
12966,0.11713499858686002
18832,0.1033843930973412
9347,0.12544693126759401
29171,0.3441228657223431
18604,0.11352008468796158
25368,0.1766365900208353
14414,0.16073118222876956
4515,0.14702455326851663
27668,0.11845719626611668
20039,0.0148128518770472
28604,0.7254631643648037
19283,0.1331801496070752
29592,0.16745165920237523
5952,0.16477256433726628
14746,0.1777627116397422
8135,0.7360277146891624
936,0.16829998077230138
15106,0.11468371647323387
13717,0.3004052596550062
15431,0.1418895535895531
12176,0.0016910720660640866
26616,0.5789504066302429
6585,0.12406446619892295
13415,0.24119423087151876
28033,0.631541721022906
18775,-0.001027731762737058
22414,0.29280337096917963
13628,0.39387169744763884
4437,0.31515981669718296
14083,0.19467346992707185
6745,0.23737311583688261
11214,0.13084345366248412
1200,0.09495032368223666
24915,0.10260345097568778
15317,0.5738826927039195
25130,0.1082453134365097
21497,0.008198760593331494
2432,0.4408599802426625
4312,0.13467619527642952
3390,0.5861576663122439
20785,0.02904336435162405
12516,0.2378987739407776
17228,0.10699811708722529
1845,0.15210417963970949
13834,0.12405211700137067
2290,0.12164785777515894
21988,0.2278280229098473
10445,0.1972532587832758
11991,0.17009309920338386
6818,0.082836526676767
19525,0.1509992177923465
12878,0.25652202690183656
15762,0.03849995956263276
21397,0.1542678239899537
13127,0.03591424906334742
25072,0.5984918172956701
3227,0.013216500298222154
7260,0.21936941289073056
4366,0.1587354907329224
2185,0.19779909299154466
14132,0.1366646902133775
10094,0.22055838577118353
