ID,default_payment_next_month
10178,0.14029183396894024
5304,0.14960886132570528
5187,0.11760089239543019
14495,0.1273493809230537
20444,0.10429979698818903
17667,0.14207513144404674
21211,0.14292207417512082
7178,0.18008642307056213
20783,0.06402292904540846
24033,0.2640611605647496
754,0.07689597776684254
23732,0.19591045277463204
6072,0.12672471925034873
17662,0.1721516462831287
5541,0.17454262216027205
22697,0.19684011415572664
29905,0.12756969551842226
6695,0.12261031204798373
12664,0.5677950044288507
15392,0.07745162063034713
309,0.7238955211675469
16129,0.05317283341257101
6324,0.11984833146060668
23673,0.2395556906732773
28889,0.1312351718050934
17687,0.14400682959919625
27129,0.11664306703181716
8487,0.09944473263508577
10304,0.19438646375693266
14991,0.24468649880502483
8380,0.08911847253209343
17401,0.18890455142193135
15805,0.1578873927314064
17839,0.21003435489944516
24324,0.25528569621150954
5925,0.28994647876831114
11137,0.13376172399414749
9991,0.07209937595148225
6622,0.6958788231330424
17112,0.3478273770992072
7694,0.2624392543986126
23055,0.179634176124205
19684,0.20511838267655738
26520,0.30358273638274347
8633,0.3747475655796125
15602,0.12741877075430738
21244,0.013447156418823158
9804,0.2888674120837684
24276,0.03994193150224842
11723,0.1049185317084807
23656,0.12505482467861037
9047,0.1275015183667387
9246,0.12583146018727062
650,0.24313366922266347
4330,0.23844851743966827
27006,0.3984592399378188
6766,0.08357900402211982
14481,0.1444907266205816
18262,0.08550952450889976
22076,0.13008920435433802
24238,0.20427494834623044
12731,0.1890997285090994
2226,0.22669668561863007
17380,0.2647699979785729
22072,0.11690188854990152
27390,0.10622952451444473
19619,0.10929021093270823
12919,0.1660593227357557
6537,0.14451147635492745
24342,0.7209944678479155
772,0.1608584466693232
12966,0.11857865064914117
18832,0.12493067485047976
9347,0.13072936911999983
29171,0.3478448646323965
18604,0.11588062169703525
25368,0.16307296405909227
14414,0.16992378858330343
4515,0.14719893085993868
27668,0.12043517222900976
20039,-0.02387208382038397
28604,0.8499737345227888
19283,0.1600959378148271
29592,0.1892558261380571
5952,0.16612920708858048
14746,0.18537501771979578
8135,0.74310322465917
936,0.15882147512578199
15106,0.14522875527310275
13717,0.2993203283899647
15431,0.13961571774904166
12176,-0.009029953750489983
26616,0.5684025429150057
6585,0.14784774611247448
13415,0.2491205483134375
28033,0.6147796857936962
18775,-0.016089701229032
22414,0.3027300928565759
13628,0.40508624486215605
4437,0.2847470672570604
14083,0.20858842229353483
6745,0.23723194873615347
11214,0.18068883669078978
1200,0.12756384014588723
24915,0.11073747635150456
15317,0.5669993153234698
25130,0.11316972096091622
21497,-0.02174762869647373
2432,0.42416114282098577
4312,0.1607440589159744
3390,0.5534247966797738
20785,0.001980205968036025
12516,0.2288220311993399
17228,0.11528688480852424
1845,0.16133536473223908
13834,0.1314014368944349
2290,0.1263190596815647
21988,0.23406621837657376
10445,0.2096458827044588
11991,0.2380729004755325
6818,0.07577071913995134
19525,0.12384010439166195
12878,0.26162164041305824
15762,0.10022889828228856
21397,0.16205204997188735
13127,0.011063654331718853
25072,0.5843776862459142
3227,0.12336136014242524
7260,0.23823001524340917
4366,0.18028237526992508
2185,0.17877824710439053
14132,0.14428974724693558
10094,0.24441351292610294
6815,0.12224024823721416
10788,0.13153448930365208
7364,0.16725827831406717
28316,0.16543740068007073
23427,0.6922861478962397
21496,0.14918743823519792
4802,0.25541740262260004
23522,0.14486678440669498
28206,0.1436441156389177
21212,0.11921358028265998
12017,0.13377629144543973
3081,0.13890042987617213
20225,0.5930966798882471
23735,0.0807557925296154
28396,0.1399066059287649
12618,0.12385469222619644
21897,0.24703714022028317
26866,0.5459528367337816
16713,0.13098071207084208
3319,0.5707627203851225
1177,0.1251492115272902
3511,0.12606347950401936
29192,0.13836811168760205
3229,0.1423202775358403
28167,0.14021156979616728
17445,0.2724209736554682
13853,0.12313361513897549
26977,0.0542009700659562
16572,0.32409321821331316
4969,0.1793416254730015
10276,0.002637410918003069
18699,0.24527449768073978
24230,0.8291612591743682
14127,0.11127177020072333
15285,0.06502022560644061
9057,0.16791006931011643
314,0.33299403451577086
7726,0.3194919611136626
5723,0.12325487452483587
9072,0.13411871416137527
14107,0.1264231499644503
145,0.21569737589329896
24423,0.5894202312995314
22725,0.6571416895108243
20076,0.05893187224831889
8284,0.1611383334072846
8913,0.06216615209662438
6326,0.2025388905803877
13918,0.148867974826507
2020,0.5907399713639765
8805,0.19134802534003237
18822,0.5213873612374356
20055,0.19359498191283633
1254,0.11880745529580773
10785,0.8646273524168737
18392,0.07818686487773813
6679,0.15096606433829543
2433,0.7491121268389993
17303,0.14365740443791275
23846,0.17705665714953947
12631,0.12274146722060378
16250,0.13945031338619268
26577,0.1565978125380143
18831,0.12061862704345781
14697,0.14548989020076625
20765,0.15591396371570124
26177,-0.04508903543766751
29311,0.1210545759730535
24408,0.161678846320802
6383,0.3206717429410489
20685,0.8102059684011241
3809,0.10281376760965677
21273,0.15860439257008385
18934,0.028530517077960338
14851,0.16589236307906563
15039,0.12240110409465328
28924,0.038114290411214696
20323,0.257308488535404
4159,0.18637674351753009
23311,0.3577439820955029
18500,0.11907389070197104
12312,0.032448161952633975
5176,0.1639424419292605
29809,0.07593654323700774
8224,0.41783240186715226
26644,0.7422392769433354
21569,0.5599566691121709
3908,0.3515358491463392
14974,0.6675717102990377
19720,0.09988988596267567
13244,0.21783522433669292
18037,0.10940581167821845
29716,0.41173165900768405
6784,0.5172004160797634
3110,0.08936537730772626
26797,0.1607428730906438
29080,0.16513876916670583
19229,0.23208345681599316
16329,0.1662318828789513
13004,0.09735719656253772
25354,0.28124791359157897
7464,0.12649472232687617
7911,0.07186218420476975
15409,0.104067376924001
20893,0.790916004312298
10835,0.18255278013013226
21892,0.5260416404463522
25921,0.02902860589357159
26056,0.17110406612343704
26809,0.1277282385429999
13321,0.15088869602613195
17387,0.5332871175107194
21143,0.13186957198908034
213,0.14443747799973722
19401,0.6451196036556623
19504,0.11344646162322138
5788,0.24257679669878504
18353,0.1825054840159897
2683,0.19080937367010053
2159,0.14499285905419973
899,0.20524096123784286
10693,0.15840059232779452
23451,0.12602588374587137
18539,0.12213345575104462
4715,0.11719847905556263
9989,0.13636557991701334
12692,0.19104502247709187
12160,0.3064249352868623
10603,0.1375866703798102
13458,0.1911207144202471
5694,0.11828709077820726
2888,0.018831793118819468
29839,0.12179149025701078
7413,0.2725083935880457
21942,0.2575508667741327
9221,0.09254457952774303
20226,0.12091623112195425
2883,0.14127396726967595
14234,0.305971854704441
13370,0.8717807205744272
2446,0.19090544586441502
6214,0.04315841287575395
6431,0.18868487988063343
19417,0.15389945142003905
15768,0.17641831034769817
7945,0.715886589589116
1286,-0.008230684704719965
15942,0.5783572949789182
6508,0.16059419614082437
23485,0.13785186426918108
23138,0.13978055211120546
26282,0.05762720697335977
5028,0.14860341321886272
24578,0.14404229217930023
12846,0.8324705964661897
23194,0.14317290638130292
15680,0.14448697211375033
11623,0.2781091559691728
304,0.1759436685967985
7304,0.19459907717977576
3448,0.16169112455100743
28975,0.796385889886194
25985,0.3219660682465005
29680,0.14652317380655722
1043,0.1350753595309611
28212,0.15820692718639826
5098,0.2606187304680352
17148,0.17136260521445998
26345,0.172263526049884
28029,0.1385596639853925
16256,0.23985940034829908
22932,0.12849414128527117
17648,0.1254421415387698
13904,0.234996412608794
14574,0.1990361190347369
7731,0.2263371573608447
2694,0.1410559893536123
14342,0.16771755941528926
9339,0.1186663851944179
19614,0.2106028612374693
3209,0.14141418192302763
11420,0.24768208392148358
6280,0.12184678619426956
13347,0.12106003663809953
22568,0.1347537527469968
22426,0.1264278248908174
27103,0.20248765193681936
28811,0.01948416313228654
27614,0.40428773827719144
17094,0.14447502207754265
8391,0.6158631196227129
14918,0.2663117792963575
