CustomerID,Customer.Lifetime.Value
17,6288.190843868271
19,8704.141931778508
29,8804.41356157342
34,5270.831137149355
37,7562.221429883517
44,7472.185624456943
48,7379.586311599
49,9502.621733021957
54,14915.83714511188
65,5482.704483432676
77,7134.783447899003
80,7309.762151081288
94,5344.8974035939345
95,8879.654900240032
107,11043.472228107079
113,9128.927540643832
115,6906.00784061083
131,9039.714593577999
144,7095.906391184859
148,11518.423689767656
157,10521.953401042596
158,6167.292613941763
191,11611.555701115136
196,5496.25349369589
198,7403.711396611854
203,7845.365754538661
224,6375.282503500804
232,10259.026495542026
235,8833.341735732312
245,6563.409978989774
250,10131.853782637761
253,6996.702511560541
258,8123.192190081097
261,9241.390751924233
262,10259.91172646074
263,5536.159509040282
275,8937.818083906292
279,6862.843346505031
285,6367.072888453675
286,13373.328634769681
290,10754.363599528471
304,7040.2206699692615
305,7580.843651548495
310,6766.515353645365
312,8796.276913929341
313,6696.736753113648
317,6171.910856158465
318,5779.7397967314955
324,7698.139808392759
334,10768.069447863701
337,3235.7807071503266
358,5922.984551434951
359,8871.516222526257
382,5626.415060518571
395,10191.054615505444
396,6877.014040445329
400,4193.114584564293
406,7558.707197575732
409,8532.429191287749
410,6281.433486030755
421,9535.81400684771
436,5803.621283500537
438,7473.931503297237
439,5828.570678095594
451,9828.038800291735
452,7483.064831882311
479,4373.487355235242
481,5943.676120934497
487,5649.469796589022
507,8202.63781355173
509,7220.0624095662115
512,6718.899886193592
521,10331.111771639149
528,10669.868372921199
530,13193.01866452619
532,8669.563997110767
546,9903.246248997926
549,6786.825864301627
550,6472.957427345449
551,9866.75107118669
571,11718.418605780342
574,6299.215329070543
575,6230.9129328981635
588,14344.964728122097
595,6539.5033049106505
602,8151.964119336315
616,9807.395610927673
619,6966.156479931466
624,7510.230755133003
627,7137.6375238616465
635,12717.05759830154
649,6650.944248739574
663,8677.627444309355
666,5692.531699734291
673,7067.4915399634765
686,7588.857755310363
719,5451.411734583402
724,8074.5294792861905
728,3807.747853629287
735,9298.66358306829
741,9998.559831181556
744,7632.7731186671035
754,18141.775256259058
774,9226.694505170006
780,4986.712361227295
802,5392.850729956787
828,8078.0616817296095
833,8832.077665387524
836,8534.197575294962
837,7048.255933061975
842,8484.595940661973
843,8107.820605446788
850,9626.246819928067
852,8593.997389420842
858,12114.532299589053
865,7758.525011371431
874,8517.70156086118
876,6996.011760459209
878,5417.161668387135
880,7602.87436729092
889,8036.8204884333545
890,7296.616502539537
895,6567.033170899496
904,6837.587624890301
907,5933.804775667264
908,9177.964703938063
913,8108.3569418174175
923,8598.44663583808
925,8425.095943798922
940,8511.603467563134
950,4759.631742290219
958,7885.531698165184
965,7120.216036751883
966,6511.06819750449
974,9955.071489708716
977,8545.40643816093
978,7262.166357076486
981,8076.74822468355
1004,7338.161263664975
1006,5644.331629414035
1015,7056.0187705735325
1016,9965.143864852178
1020,8503.193536161245
1021,6180.16499647812
1027,9627.502396865602
1040,8853.676458710106
1043,10260.441501046149
1058,8414.81807288888
1060,12338.846336033257
1068,5972.068633576295
1078,9458.72732603965
1090,4099.644195076384
1111,9368.978096804283
1116,6783.413039878345
1126,8970.482136533847
1145,10571.510700876524
1157,10463.928820394642
1159,10244.525159323384
1162,12400.630893770169
1169,10187.137858461581
1172,9513.405203191309
1184,5983.425452889484
1188,9248.594539476824
1191,8324.15021964764
1196,14177.135158031419
1210,8875.77696162001
1225,5515.473068365141
1231,20369.459916805306
1234,7233.427855374173
1235,6628.673035988106
1244,8599.943250501903
1245,9351.537895158974
1254,7420.087581547981
1258,4953.98492315278
1270,6251.159232907434
1276,9438.64234266874
1277,6795.7179807340235
1279,5564.626690539231
1293,7726.524264063431
1298,6038.408429628382
1303,10363.027654193746
1313,3855.3461661704987
1319,18284.815961815075
1322,10130.26412422541
1328,6559.812118125639
1334,7654.185328757772
1351,6771.568763201387
1363,5523.16847694606
1366,10619.551470952758
