CustomerID,Customer.Lifetime.Value
17,3055.0164985253427
19,7844.64047642816
29,9780.279871620953
34,9543.342141551051
37,3587.164255939208
44,13794.408789274717
48,6408.229536479543
49,4218.839975101149
54,17316.694248439693
65,5635.499243068599
77,6438.5957339725865
80,3762.5720535750747
94,9475.116778781081
95,4339.025494415944
107,4739.895502607003
113,4338.755291865323
115,3029.92399486718
131,16034.461803380933
144,2999.194545230556
148,19894.505914826164
157,15150.168052171646
158,2839.9954958435674
191,10111.788482442655
196,9832.713891420884
198,7663.705839845912
203,8912.865898674005
224,2879.766727522547
232,15542.473343532549
235,4480.295845199143
245,5992.596482545861
250,5025.425147507968
253,5903.499070928407
258,4193.987488079648
261,9425.449663503881
262,5444.7905411253605
263,5355.9652372885375
275,4900.909663282511
279,5844.930854163101
285,6982.234088673972
286,13026.615185692464
290,16417.793859083704
304,6876.002551546928
305,5905.769021237648
310,3025.228280811196
312,7056.301167073255
313,9600.192574525434
317,5838.365164724748
318,10333.11361637431
324,9745.431113387282
334,10875.572077062869
337,10615.934788958264
358,5635.189135742939
359,11616.33782451722
382,11771.62070962806
395,4165.651402667509
396,7086.3933574940775
400,5673.84762040526
406,5912.9578824239325
409,6989.352309235594
410,5656.129169986732
421,9457.506384533866
436,6236.1187843392345
438,5432.521539418313
439,2879.7992972868437
451,15443.757014872648
452,2947.7018158721726
479,5811.458615255838
481,5670.637051653455
487,2721.4162726814184
507,3044.8024388995113
509,5948.5014396438755
512,5990.406490926413
521,8427.884072870687
528,17062.140705495316
530,8127.549794812006
532,8148.850609940921
546,9944.102590544995
549,3007.8515199356466
550,4725.676003304553
551,20530.173165086802
571,21390.79886597698
574,2827.56099037393
575,6265.192758320628
588,16025.632075108571
595,10954.895655229071
602,6295.728753374565
616,10069.565193649412
619,5742.436987470931
624,4073.4758136629466
627,5806.368947477459
635,13519.246267568455
649,9842.832050462013
663,9359.591381971994
666,2880.798420561467
673,11559.251660138865
686,6859.006472712299
719,2684.1784456113805
724,7879.128282587775
728,10361.389765844424
735,5325.679589334847
741,4847.232507312013
744,9543.76128920165
754,10588.631819234246
774,19116.32320712514
780,7957.276891983074
802,6074.836253554077
828,2917.5702607944904
833,7286.37636412401
836,7216.673612216993
837,3522.8906379845203
842,5119.976774611342
843,6190.801900847331
850,9808.968391914388
852,4183.333771885428
858,11663.625657399674
865,10849.455600815741
874,8985.422867502726
876,5818.897744463237
878,9861.138278760376
880,5899.8930019245545
889,3862.137518818002
890,3479.1576484344787
895,2793.239671960273
904,3050.5020460359146
907,10487.21119006216
908,6396.647626307715
913,9768.672375576942
923,7095.6364891511175
925,11341.583553594122
940,8305.136860674058
950,3173.7182616859077
958,4979.853322052497
965,2899.5023238137132
966,4459.799363746385
974,10272.441463939036
977,16882.793776266444
978,7253.370573986686
981,6888.252232535227
1004,3403.2764100239874
1006,5990.663063248276
1015,5891.922413102097
1016,11281.269043768963
1020,15441.66217710151
1021,3038.823408447073
1027,13716.954846465003
1040,4854.853348379378
1043,6610.024004624761
1058,16895.954853472653
1060,5773.77979356509
1068,2809.5383000613774
1078,10503.112846477065
1090,11029.257888684615
1111,15838.615315543033
1116,5961.873505342373
1126,10780.610716636511
1145,17301.27300023716
1157,14150.873141188327
1159,4439.799897284506
1162,8978.764445628127
1169,5519.17520198276
1172,5305.807445228623
1184,2784.2879173575784
1188,9532.994109055213
1191,9674.989189035157
1196,8515.623592118734
1210,8270.656376901758
1225,5638.806686889842
1231,30989.13046620202
1234,2956.557737073013
1235,11470.36679806344
1244,8459.685114016605
1245,9725.697500473418
1254,3719.3973662680182
1258,3128.2780944537085
1270,5888.177720267087
1276,15033.211557605851
1277,5702.7893721092
1279,2988.1612192415196
1293,12486.074297426698
1298,5850.074437971864
1303,16776.274607809453
1313,12634.63748202541
1319,10579.669612199143
1322,8726.482771348592
1328,2817.6881009665212
1334,3042.0268877756375
1351,5775.765770633485
1363,2871.294300430546
1366,9802.000899808823
1370,5696.187117886989
1383,17966.48678921893
1391,11227.9351987651
1401,9930.153409633733
1404,8917.959804989185
1408,9339.404858953138
1412,8779.52609056509
1418,3589.691692360875
1419,8148.846956950467
1420,3385.6081653758683
1431,9496.814652048919
1437,9780.289361685966
1450,5664.704858194275
1460,3148.1046836324826
1464,8012.016958393247
1475,11382.84920470934
1476,3318.6950592702797
1478,4077.0137096413987
1485,5881.868901237526
1493,8838.510434068614
1494,3718.8890855132117
1498,16417.102566779977
1500,8993.381507331325
1522,10232.603104040618
1524,4329.490270540963
1526,11226.579005754951
1532,8360.329556215482
1533,13002.345316864477
1542,6228.643351325638
1546,8065.697927488105
1549,10365.910684546676
1550,2862.8269770066067
1561,8166.371072802845
1567,14686.211035523214
1570,4916.719131675182
1573,15899.519827445827
1584,9083.696945355861
1599,5586.924491274761
1605,10140.71663997108
1613,7803.219967600323
1618,2965.4104803128707
1619,5449.966025504464
1638,19860.2134504638
1639,9355.278285510694
1655,5827.600110403151
1659,9169.579593303533
1660,9670.974429616244
1674,10017.76687372184
1677,10599.354154206982
1678,9242.249797230435
1683,5802.374356910594
1688,9111.73001769559
1692,8301.180061719704
1714,5178.015663032685
1716,2843.842150884596
1718,4596.467074201875
1719,9158.055200595634
1721,4167.071029472428
1735,7481.015721070118
1737,8605.08339138108
1741,11326.683582420932
1744,9909.111471778337
1749,17414.832819533334
1752,6063.348120814766
1759,30709.27471082727
1770,5400.127194803862
1771,9964.25237444885
1775,3596.363494284178
1777,5180.893951650083
1787,9868.427531784166
1789,5825.497672063657
1796,3734.9038150726556
1804,5976.019097708153
1805,11915.97922951742
