CustomerID,Customer.Lifetime.Value
17,7160.547766168348
19,7712.497328541054
29,8059.159263879963
34,8951.051280601525
37,7160.547766168348
44,8951.051280601525
48,7712.497328541054
49,7305.274249862123
54,8901.548225239438
65,7712.497328541054
77,7712.497328541054
80,7160.547766168348
94,8951.051280601525
95,7305.274249862123
107,7305.274249862123
113,7181.456624956518
115,7160.547766168348
131,9607.656694671956
144,7160.547766168348
148,10638.667682582432
157,10423.977923798722
158,7160.547766168348
191,8121.663429204949
196,8951.051280601525
198,7712.497328541054
203,7915.736237575604
224,7160.547766168348
232,10423.977923798722
235,7196.716857126051
245,7712.497328541054
250,7305.274249862123
253,7712.497328541054
258,7305.274249862123
261,8059.159263879963
262,7375.124520242609
263,7712.497328541054
275,7305.274249862123
279,7712.497328541054
285,7712.497328541054
286,8481.214238151408
290,10423.977923798722
304,7712.497328541054
305,7712.497328541054
310,7160.547766168348
312,7712.497328541054
313,8951.051280601525
317,7712.497328541054
318,8951.051280601525
324,8951.051280601525
334,8121.663429204949
337,8951.051280601525
358,7712.497328541054
359,8059.159263879963
382,8951.051280601525
395,7160.547766168348
396,7712.497328541054
400,7712.497328541054
406,7712.497328541054
409,7712.497328541054
410,7712.497328541054
421,8059.159263879963
436,7712.497328541054
438,7305.274249862123
439,7160.547766168348
451,9607.656694671956
452,7160.547766168348
479,7712.497328541054
481,7712.497328541054
487,7160.547766168348
507,7160.547766168348
509,7712.497328541054
512,7712.497328541054
521,8059.159263879963
528,10423.977923798722
530,7795.000969939759
532,7712.497328541054
546,8059.159263879963
549,7160.547766168348
550,7160.547766168348
551,10423.977923798722
571,10638.667682582432
574,7160.547766168348
575,7712.497328541054
588,8901.548225239438
595,8951.051280601525
602,7712.497328541054
616,8121.663429204949
619,7712.497328541054
624,7160.547766168348
627,7712.497328541054
635,8121.663429204949
649,8951.051280601525
663,7712.497328541054
666,7160.547766168348
673,8951.051280601525
686,7712.497328541054
719,7160.547766168348
724,7712.497328541054
728,8951.051280601525
735,7305.274249862123
741,7181.456624956518
744,7915.736237575604
754,8083.1882473244095
774,10423.977923798722
780,7712.497328541054
