CustomerID,Customer.Lifetime.Value
17,5326.83642578125
19,6544.16943359375
29,10897.58984375
34,3174.92578125
37,5133.63818359375
44,5789.76611328125
48,10885.556640625
49,7736.6630859375
54,11778.8369140625
65,3910.599365234375
77,6051.0869140625
80,5643.189453125
94,5004.68017578125
95,5100.0517578125
107,6626.05615234375
113,8206.841796875
115,6629.81591796875
131,9550.1162109375
144,5854.43310546875
148,9641.3115234375
157,8772.66796875
158,4289.9443359375
191,9445.5166015625
196,3665.01611328125
198,8259.9228515625
203,5415.7939453125
224,4022.1845703125
232,8617.880859375
235,6325.3447265625
245,4671.41845703125
250,8762.234375
253,5815.6611328125
258,5611.1376953125
261,9779.515625
262,7929.806640625
263,3121.98388671875
275,7522.98291015625
279,5708.39697265625
285,7784.4677734375
286,9451.92578125
290,11434.3349609375
304,6789.35888671875
305,8969.3525390625
310,9817.8994140625
312,7267.86962890625
313,5624.58203125
317,8471.6640625
318,4366.515625
324,7051.32568359375
334,11342.2451171875
337,3780.639404296875
358,2933.406494140625
359,7083.818359375
382,4506.77783203125
395,9395.642578125
396,4066.841064453125
400,4070.615966796875
406,7696.08837890625
409,10157.3525390625
410,8230.44921875
421,13153.177734375
436,7827.025390625
438,8465.3916015625
439,4196.84765625
451,9213.6552734375
452,4622.208984375
479,3724.74072265625
481,1881.6312255859375
487,3414.553955078125
507,7263.908203125
509,10746.3271484375
512,10567.9091796875
521,7813.57958984375
528,8299.9599609375
530,13211.298828125
532,8706.7265625
546,8346.873046875
549,6970.45068359375
550,7751.61962890625
551,7070.720703125
571,8677.025390625
574,3295.74560546875
575,5520.216796875
588,13862.8017578125
595,4067.874755859375
602,7304.6279296875
616,6946.447265625
619,5468.1435546875
624,5199.8125
627,7263.3427734375
635,10490.673828125
649,6269.01611328125
663,7607.3798828125
666,5846.1416015625
673,4854.52978515625
686,4314.408203125
719,4511.7373046875
724,5285.3583984375
728,6850.36083984375
735,11358.7548828125
741,14487.4140625
744,8890.0947265625
754,14061.5341796875
774,9895.490234375
780,5277.8125
802,1843.0247802734375
828,8554.599609375
833,4789.890625
836,11494.50390625
837,5593.58447265625
842,6592.013671875
843,5404.947265625
