CustomerID,Customer.Lifetime.Value
17,3080.355523630229
19,6589.471112359703
29,6640.875414393431
34,13179.155417595359
37,3082.8561080270974
44,13179.155417595359
48,6589.471112359703
49,4348.390573431927
54,15134.414799685037
65,6589.471112359703
77,6589.471112359703
80,3084.0651279396147
94,13179.155417595359
95,4297.0198645267155
107,4343.245231050384
113,3213.2982585478803
115,3080.355523630229
131,13522.12417416297
144,3080.355523630229
148,22464.0250571429
157,21885.313945902937
158,3080.355523630229
191,6647.533262254875
196,13179.155417595359
198,6589.471112359703
203,6608.185117046745
224,3080.355523630229
232,21875.197822215345
235,3276.47509201887
245,6589.471112359703
250,4596.007924797566
253,6589.471112359703
258,4322.447117226396
261,6640.875414393431
262,4993.260305077533
263,6589.471112359703
275,4512.78979959566
279,6589.471112359703
285,6589.471112359703
286,10028.117280235203
290,21875.197822215345
304,6589.471112359703
305,6589.471112359703
310,3080.355523630229
312,6589.471112359703
313,13179.155417595359
317,6589.471112359703
318,13179.155417595359
324,13179.155417595359
334,6647.533262254875
337,13179.155417595359
358,6589.471112359703
359,6640.875414393431
382,13179.155417595359
395,3084.0651279396147
396,6589.471112359703
400,6589.471112359703
406,6589.471112359703
409,6589.471112359703
410,6589.471112359703
421,6640.875414393431
436,6589.471112359703
438,4596.007924797566
439,3080.355523630229
451,13522.12417416297
452,3080.355523630229
479,6589.471112359703
481,6589.471112359703
487,3080.355523630229
507,3080.355523630229
509,6589.471112359703
512,6589.471112359703
521,6640.875414393431
528,21885.313945902937
530,6161.851221158298
532,6589.471112359703
546,6640.875414393431
549,3080.355523630229
550,3082.8561080270974
551,21875.197822215345
571,22459.684597823234
574,3080.355523630229
575,6589.471112359703
588,15134.414799685037
595,13179.155417595359
602,6589.471112359703
616,6647.533262254875
619,6589.471112359703
624,3084.0651279396147
627,6589.471112359703
635,6648.142461637459
649,13179.155417595359
663,6590.290336089429
666,3080.355523630229
673,13179.155417595359
686,6589.471112359703
719,3080.355523630229
724,6589.471112359703
728,13179.155417595359
735,4596.007924797566
741,3213.2982585478803
744,6608.185117046745
754,7848.084769922073
774,21932.947828471926
780,6589.471112359703
802,6589.471112359703
828,3080.355523630229
833,6589.471112359703
836,6589.471112359703
837,3080.355523630229
842,4596.007924797566
843,6589.471112359703
850,6640.875414393431
852,3084.0651279396147
858,15134.414799685037
865,13179.155417595359
874,6589.471112359703
876,6589.471112359703
878,13179.155417595359
880,6589.471112359703
889,3270.1280531896055
890,3080.355523630229
895,3080.355523630229
904,3080.355523630229
907,13179.155417595359
908,6589.471112359703
913,6590.290336089429
923,6589.471112359703
925,13179.155417595359
940,6589.471112359703
950,3080.355523630229
958,4322.447117226396
965,3080.355523630229
966,4297.0198645267155
974,6640.875414393431
977,13522.12417416297
978,6589.471112359703
981,6589.471112359703
1004,3080.355523630229
1006,6589.471112359703
1015,6589.471112359703
1016,6640.875414393431
1020,13522.12417416297
1021,3080.355523630229
1027,15064.647922530829
1040,4322.447117226396
1043,5550.805474844113
1058,21793.506449763652
1060,5550.805474844113
1068,3080.355523630229
1078,6640.875414393431
1090,13179.155417595359
1111,21875.197822215345
1116,6589.471112359703
1126,6589.471112359703
1145,21932.947828471926
1157,13524.986055372026
1159,4322.447117226396
